name,price,property_type,bedrooms,bathrooms,sqm,year_built,features,city,governorate,address,description
Maspero Business Tower Nile Heights,"6,846,000 ج م","تجاري, مكتب",0,0,105.0,2023,"['أخرى', 'أمن 24 ساعة', 'مجتمع مسور', 'الكهرباء متاحة']",Cairo,Cairo,Building MBT Floor 10th floor Unit MBTAD103 Maspero Business Tower Nile Heights Cairo Cairo Cairo Egypt,من الإطلالات الخلابة على أفق القاهرة المتألّق إلى التجارب التجارية الراقية، يُعد برج نايل هايتس صرحًا تجاريًا مميزًا يوفّر بيئة مستقبلية لسكان القاهرة. إنه مكان يجمع بين روعة العمارة القاهرية، وأفق المدينة الواسع، ونهر النيل، والمساحات الخضراء، وغروب الشمس النابض بالحياة في مشهد يومي من نوافذ المكاتب. يُعد نايل هايتس رمزًا لازدهار الأعمال في أكثر مواقع القاهرة مركزية.يتكوّن البرج التجاري من 24 طابقًا، ويضمّ جراجًا علويًا واسعًا، وطابقًا تجاريًا في المستوى الأرضي، و134 مكتبًا مجهزًا بالكامل تتراوح مساحاتها بين 92 مترًا مربعًا و206 أمتار مربعة. وقد تم تصميم مجموعة واسعة من وسائل الراحة لتوفّر لك إلهامًا يوميًا، وراحة مركزية، وتجارب استثنائية تساهم في ازدهار أعمالك
Zahya,"21,758,000 ج م","سكني, فيلا",3,0,860.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH1C70 Floor Ground floor Unit ZH1C70 Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"10,649,000 ج م","سكني, تاون هاوس",3,0,377.3,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZHM253 Floor Ground floor Unit ZHM253A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"10,226,000 ج م","سكني, تاون هاوس",3,0,392.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZHM254 Floor Ground Unit ZHM254D Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"11,114,000 ج م","سكني, توين هاوس",3,0,400.5,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZHM223 Floor Ground floor Unit ZHM223A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"10,495,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M221 Unit ZH3M221B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"10,511,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M216 Unit ZH3M216B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"9,857,000 ج م","سكني, توين هاوس",3,0,309.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZHC225 Floor Ground floor Unit ZHC225A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"24,478,000 ج م","سكني, فيلا",3,0,780.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH1C156 Floor Ground floor Unit ZH1C156 Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Maspero Business Tower Nile Heights,"11,856,000 ج م","تجاري, مكتب",0,0,168.0,2023,"['أخرى', 'أمن 24 ساعة', 'مجتمع مسور', 'الكهرباء متاحة']",Cairo,Cairo,Building NH Floor 2nd floor Unit NHAD0205 Maspero Business Tower Nile Heights Cairo Cairo Cairo Egypt,من الإطلالات الخلابة على أفق القاهرة المتألّق إلى التجارب التجارية الراقية، يُعد برج نايل هايتس صرحًا تجاريًا مميزًا يوفّر بيئة مستقبلية لسكان القاهرة. إنه مكان يجمع بين روعة العمارة القاهرية، وأفق المدينة الواسع، ونهر النيل، والمساحات الخضراء، وغروب الشمس النابض بالحياة في مشهد يومي من نوافذ المكاتب. يُعد نايل هايتس رمزًا لازدهار الأعمال في أكثر مواقع القاهرة مركزية.يتكوّن البرج التجاري من 24 طابقًا، ويضمّ جراجًا علويًا واسعًا، وطابقًا تجاريًا في المستوى الأرضي، و134 مكتبًا مجهزًا بالكامل تتراوح مساحاتها بين 92 مترًا مربعًا و206 أمتار مربعة. وقد تم تصميم مجموعة واسعة من وسائل الراحة لتوفّر لك إلهامًا يوميًا، وراحة مركزية، وتجارب استثنائية تساهم في ازدهار أعمالك
Zahya,"11,266,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M205 Unit ZH3M205B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"22,024,000 ج م","سكني, فيلا",3,0,891.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH1C69 Floor Ground floor Unit ZH1C69 Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"10,557,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M209 Unit ZH3M209B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"10,578,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M222 Unit ZH3M222B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"11,502,000 ج م","سكني, توين هاوس",3,0,498.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M233 Unit ZH3M233B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"9,787,000 ج م","سكني, توين هاوس",3,0,300.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZHC224 Floor Ground floor Unit ZHC224A Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"11,400,000 ج م","سكني, توين هاوس",3,0,328.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH1C325B Floor Ground floor Unit ZH1C325B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"10,557,000 ج م","سكني, توين هاوس",3,0,410.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M209 Unit ZH3M209B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Zahya,"10,898,000 ج م","سكني, تاون هاوس",3,0,504.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M244 Unit ZH3M244C Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
Maspero Business Tower Nile Heights,"11,506,000 ج م","تجاري, مكتب",0,0,176.0,2023,"['أخرى', 'أمن 24 ساعة', 'مجتمع مسور', 'الكهرباء متاحة']",Cairo,Cairo,Building NH Floor 3rd floor Unit NHAD0306 Maspero Business Tower Nile Heights Cairo Cairo Cairo Egypt,من الإطلالات الخلابة على أفق القاهرة المتألّق إلى التجارب التجارية الراقية، يُعد برج نايل هايتس صرحًا تجاريًا مميزًا يوفّر بيئة مستقبلية لسكان القاهرة. إنه مكان يجمع بين روعة العمارة القاهرية، وأفق المدينة الواسع، ونهر النيل، والمساحات الخضراء، وغروب الشمس النابض بالحياة في مشهد يومي من نوافذ المكاتب. يُعد نايل هايتس رمزًا لازدهار الأعمال في أكثر مواقع القاهرة مركزية.يتكوّن البرج التجاري من 24 طابقًا، ويضمّ جراجًا علويًا واسعًا، وطابقًا تجاريًا في المستوى الأرضي، و134 مكتبًا مجهزًا بالكامل تتراوح مساحاتها بين 92 مترًا مربعًا و206 أمتار مربعة. وقد تم تصميم مجموعة واسعة من وسائل الراحة لتوفّر لك إلهامًا يوميًا، وراحة مركزية، وتجارب استثنائية تساهم في ازدهار أعمالك
Maspero Business Tower Nile Heights,"11,856,000 ج م","تجاري, مكتب",0,0,168.0,2023,"['أخرى', 'أمن 24 ساعة', 'مجتمع مسور', 'الكهرباء متاحة']",Cairo,Cairo,Building NH Floor 2nd floor Unit NHAD0205 Maspero Business Tower Nile Heights Cairo Cairo Cairo Egypt,من الإطلالات الخلابة على أفق القاهرة المتألّق إلى التجارب التجارية الراقية، يُعد برج نايل هايتس صرحًا تجاريًا مميزًا يوفّر بيئة مستقبلية لسكان القاهرة. إنه مكان يجمع بين روعة العمارة القاهرية، وأفق المدينة الواسع، ونهر النيل، والمساحات الخضراء، وغروب الشمس النابض بالحياة في مشهد يومي من نوافذ المكاتب. يُعد نايل هايتس رمزًا لازدهار الأعمال في أكثر مواقع القاهرة مركزية.يتكوّن البرج التجاري من 24 طابقًا، ويضمّ جراجًا علويًا واسعًا، وطابقًا تجاريًا في المستوى الأرضي، و134 مكتبًا مجهزًا بالكامل تتراوح مساحاتها بين 92 مترًا مربعًا و206 أمتار مربعة. وقد تم تصميم مجموعة واسعة من وسائل الراحة لتوفّر لك إلهامًا يوميًا، وراحة مركزية، وتجارب استثنائية تساهم في ازدهار أعمالك
Zahya,"11,567,000 ج م","سكني, توين هاوس",3,0,498.0,2024,"['اللوبي', 'أمن 24 ساعة', 'الكهرباء متاحة']",Mansoura,Dakahlia,Building ZH3M232 Unit ZH3M232B Zahya Mansoura (m) Dakahlia Egypt,"بصفتنا شركة عقارية رائدة تُعنى ببناء مشروع سكني في مدينة المنصورة الجديدة، نتطلع بشوق إلى رؤية المستقبل بمشروعٍ مُزدهرٍ في قلب العاصمة الجديدة الواعدة للدلتا. ومع وعدٍ بمستقبلٍ جديدٍ زاخرٍ بالتطورات التكنولوجية، وفرصٍ تجاريةٍ وتجاريةٍ وتجزئة، سيُسهم مشروع ""زاهية"" في تعزيز وضوح رؤية هذه المدينة الجديدة من خلال توفير منازل تُوفر لسكانها تجاربَ معيشيةً متكاملة."
